row_id,model,split,book_filter,scroll,gap_length,gap_bucket,target_phrase,target_words,target_fit_frequencies,top1_phrase,top5_phrases,context_for_reading,raw_context,case_status,reader_note,slot_top1_hits,slot_top5_hits,slot_details_json
796,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q400,3,3,משכיל שיר עולת,"[""משכיל"", ""שיר"", ""עולת""]","[8, 16, 41]",שנים עשר חודש,"[""שנים עשר חודש"", ""שנים עשר יום"", ""יום ששי יום"", ""יום שבת יום"", ""יום רביעי יום""]",⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ שבת ראישונה ארבעה חודש ראישון הללו אלוהי אלוהי כול קדושי קדושים קדושי עד קדושי קדושים יהיו כוהני משרתי פנים דביר,⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ שבת ראישונה ארבעה חודש ראישון הללו אלוהי אלוהי כול קדושי קדושים קדושי עד קדושי קדושים יהיו כוהני משרתי פנים דביר,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""משכיל"", ""gold_fit_frequency"": 8, ""top_candidates"": [""שנים"", ""יום""], ""top1"": ""שנים"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""שיר"", ""gold_fit_frequency"": 16, ""top_candidates"": [""עשר"", ""ששי"", ""שבת"", ""רביעי""], ""top1"": ""עשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""עולת"", ""gold_fit_frequency"": 41, ""top_candidates"": [""חודש"", ""יום""], ""top1"": ""חודש"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
797,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q400,3,3,עולת שבת הללו,"[""עולת"", ""שבת"", ""הללו""]","[41, 94, 11]",חדש אשר עשה,"[""חדש אשר עשה"", ""חדש על יהוה"", ""חדש בפי יהוה"", ""חדש בפי כול"", ""חדש אשר אמר""]",שבעה דברי שבע זמרות נשיאי משנה צורי בדני שבעה דברי ברך ידעי שבעה דברי פלא משכיל שיר ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אלוהי נכבדים אלוהים לכ את נועדי נק כול,שבעה דברי שבע זמרות נשיאי משנה צורי בדני שבעה דברי ברך ידעי שבעה דברי פלא משכיל שיר ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אלוהי נכבדים אלוהים לכ את נועדי נק כול,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""עולת"", ""gold_fit_frequency"": 41, ""top_candidates"": [""חדש""], ""top1"": ""חדש"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""שבת"", ""gold_fit_frequency"": 94, ""top_candidates"": [""אשר"", ""על"", ""בפי""], ""top1"": ""אשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""הללו"", ""gold_fit_frequency"": 11, ""top_candidates"": [""עשה"", ""יהוה"", ""כול"", ""אמר""], ""top1"": ""עשה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
798,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q401,2,2,עולת שבת,"[""עולת"", ""שבת""]","[41, 94]",חדש ביום,"[""חדש ביום"", ""חדש ליום"", ""חדש עד"", ""חדש שיר"", ""חדש על""]",משכיל שיר ⬚⬚⬚ ⬚⬚⬚ עשרים חודש הללו אלוהי בו ברו יש עמדו פני מלכות כול ראשי מלך אלוהים נשמות רוש,משכיל שיר ⬚⬚⬚ ⬚⬚⬚ עשרים חודש הללו אלוהי בו ברו יש עמדו פני מלכות כול ראשי מלך אלוהים נשמות רוש,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""עולת"", ""gold_fit_frequency"": 41, ""top_candidates"": [""חדש""], ""top1"": ""חדש"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""שבת"", ""gold_fit_frequency"": 94, ""top_candidates"": [""ביום"", ""ליום"", ""עד"", ""שיר"", ""על""], ""top1"": ""ביום"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
799,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q401,3,3,אלי דעת תשבוחות,"[""אלי"", ""דעת"", ""תשבוחות""]","[67, 83, 6]",מלאכי קודש מלאכימלאכי,"[""מלאכי קודש מלאכימלאכי"", ""מלאכי קודש קודשמלאכי"", ""מלאכי אלוהים מלאכימלאכי"", ""מלאכי קודש כולמלאכי"", ""מלאכי קודש כבודמלאכי""]",שלישי כוהני רוש מברך רם על כיא נכבדת אלי אלים ראשי ממשלות שמי מלכות הלל פלא ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ קדשי קדושים המה נכבדים כול מחני אלוהים נוראים מוסדי אנשים פלא רזי קול רנות לוא יכולו יגבר אלוהים נשיאי השמיעו נסתרות מוצא,שלישי כוהני רוש מברך רם על כיא נכבדת אלי אלים ראשי ממשלות שמי מלכות הלל פלא ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ קדשי קדושים המה נכבדים כול מחני אלוהים נוראים מוסדי אנשים פלא רזי קול רנות לוא יכולו יגבר אלוהים נשיאי השמיעו נסתרות מוצא,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""אלי"", ""gold_fit_frequency"": 67, ""top_candidates"": [""מלאכי""], ""top1"": ""מלאכי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""דעת"", ""gold_fit_frequency"": 83, ""top_candidates"": [""קודש"", ""אלוהים""], ""top1"": ""קודש"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""תשבוחות"", ""gold_fit_frequency"": 6, ""top_candidates"": [""מלאכימלאכי"", ""קודשמלאכי"", ""כולמלאכי"", ""כבודמלאכי""], ""top1"": ""מלאכימלאכי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
800,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q412,2,2,עתה שמע,"[""עתה"", ""שמע""]","[12, 27]",צדיק מבקשי,"[""צדיק מבקשי"", ""צדק מבקשי"", ""פתח מבקשי"", ""פתח שערי"", ""ך מבקשי""]",אל תפעל הוציא דבת דבוב גם עוון תבוך אמרי יו הוציא מלים שים מוסר על דלתי מגן ⬚⬚⬚ ⬚⬚⬚ צדק הגה צדיק מבקשי בינה כול הלל תן הדות קהל רבים יוממ לילה רתי אל,אל תפעל הוציא דבת דבוב גם עוון תבוך אמרי יו הוציא מלים שים מוסר על דלתי מגן ⬚⬚⬚ ⬚⬚⬚ צדק הגה צדיק מבקשי בינה כול הלל תן הדות קהל רבים יוממ לילה רתי אל,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""עתה"", ""gold_fit_frequency"": 12, ""top_candidates"": [""צדיק"", ""צדק"", ""פתח"", ""ך""], ""top1"": ""צדיק"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""שמע"", ""gold_fit_frequency"": 27, ""top_candidates"": [""מבקשי"", ""שערי""], ""top1"": ""מבקשי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
801,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,2,2,ברך ענה,"[""ברך"", ""ענה""]","[36, 14]",כול אשר,"[""כול אשר"", ""אל ישראל"", ""על כן"", ""אשר כה"", ""ישראל אשר""]",יה לחים רה ⬚⬚⬚ ⬚⬚⬚ אמר ברוך אתה אל ישראל טהורי כפר היות טהורים תמיד לא ידעתי כול דבר הטהר טרם,יה לחים רה ⬚⬚⬚ ⬚⬚⬚ אמר ברוך אתה אל ישראל טהורי כפר היות טהורים תמיד לא ידעתי כול דבר הטהר טרם,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""ברך"", ""gold_fit_frequency"": 36, ""top_candidates"": [""כול"", ""אל"", ""על"", ""אשר"", ""ישראל""], ""top1"": ""כול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""ענה"", ""gold_fit_frequency"": 14, ""top_candidates"": [""אשר"", ""ישראל"", ""כן"", ""כה""], ""top1"": ""אשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
802,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,3,3,אתה אל ישראל,"[""אתה"", ""אל"", ""ישראל""]","[141, 1175, 438]",יהוה אלהי ישראל,"[""יהוה אלהי ישראל"", ""יהוה אלוהי ישראל"", ""יהוה אלהי כל"", ""אתה אל כול"", ""אתה יהוה אל""]",יה לחים רה ברך ענה אמר ברוך ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ טהורי כפר היות טהורים תמיד לא ידעתי כול דבר הטהר טרם חוקי,יה לחים רה ברך ענה אמר ברוך ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ טהורי כפר היות טהורים תמיד לא ידעתי כול דבר הטהר טרם חוקי,hit,All gap words appear in the top-5 lists.,1,3,"[{""slot_index"": 1, ""gold_word"": ""אתה"", ""gold_fit_frequency"": 141, ""top_candidates"": [""יהוה"", ""אתה""], ""top1"": ""יהוה"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}, {""slot_index"": 2, ""gold_word"": ""אל"", ""gold_fit_frequency"": 1175, ""top_candidates"": [""אלהי"", ""אלוהי"", ""אל"", ""יהוה""], ""top1"": ""אלהי"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}, {""slot_index"": 3, ""gold_word"": ""ישראל"", ""gold_fit_frequency"": 438, ""top_candidates"": [""ישראל"", ""כל"", ""כול"", ""אל""], ""top1"": ""ישראל"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}]"
803,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,3,3,רחץ את ברך,"[""רחץ"", ""את"", ""ברך""]","[2, 1430, 36]",טהור על כן,"[""טהור על כן"", ""טהורים על כן"", ""עליו ואחר אשר"", ""חיים על כן"", ""על בשרו אשר""]",הטהר טרם חוקי ראשון שלישי שביעי אמת הטהר טמאת אחר יבוא מים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ענה אמר ברוך אתה אל ישראל כי מוצא נפרשה טהרת כול הבדל כל אנשי נדה בל יטהרו מי רחץ דרכי אני אהלל,הטהר טרם חוקי ראשון שלישי שביעי אמת הטהר טמאת אחר יבוא מים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ענה אמר ברוך אתה אל ישראל כי מוצא נפרשה טהרת כול הבדל כל אנשי נדה בל יטהרו מי רחץ דרכי אני אהלל,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""רחץ"", ""gold_fit_frequency"": 2, ""top_candidates"": [""טהור"", ""טהורים"", ""עליו"", ""חיים"", ""על""], ""top1"": ""טהור"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""את"", ""gold_fit_frequency"": 1430, ""top_candidates"": [""על"", ""ואחר"", ""בשרו""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""ברך"", ""gold_fit_frequency"": 36, ""top_candidates"": [""כן"", ""אשר""], ""top1"": ""כן"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
804,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,2,2,אל ישראל,"[""אל"", ""ישראל""]","[1175, 438]",יהוה אמן,"[""יהוה אמן"", ""אל עליון"", ""יהוה אלהי"", ""אל אמת"", ""יהוה צבאות""]",חוקי ראשון שלישי שביעי אמת הטהר טמאת אחר יבוא מים רחץ את ברך ענה אמר ברוך אתה ⬚⬚⬚ ⬚⬚⬚ כי מוצא נפרשה טהרת כול הבדל כל אנשי נדה בל יטהרו מי רחץ דרכי אני אהלל ים,חוקי ראשון שלישי שביעי אמת הטהר טמאת אחר יבוא מים רחץ את ברך ענה אמר ברוך אתה ⬚⬚⬚ ⬚⬚⬚ כי מוצא נפרשה טהרת כול הבדל כל אנשי נדה בל יטהרו מי רחץ דרכי אני אהלל ים,miss,1/2 gap words appear in the top-5 lists.,0,1,"[{""slot_index"": 1, ""gold_word"": ""אל"", ""gold_fit_frequency"": 1175, ""top_candidates"": [""יהוה"", ""אל""], ""top1"": ""יהוה"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}, {""slot_index"": 2, ""gold_word"": ""ישראל"", ""gold_fit_frequency"": 438, ""top_candidates"": [""אמן"", ""עליון"", ""אלהי"", ""אמת"", ""צבאות""], ""top1"": ""אמן"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}]"
805,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,4,4-5,טהרת כול הבדל כל,"[""טהרת"", ""כול"", ""הבדל"", ""כל""]","[12, 1096, 2, 401]",כי מי נדה הם,"[""כי מי נדה הם"", ""כי מי נדה המה"", ""אל ישראל כי כל"", ""אל אל ישראל כי"", ""אל ישראל כי אם""]",שלישי שביעי אמת הטהר טמאת אחר יבוא מים רחץ את ברך ענה אמר ברוך אתה אל ישראל כי מוצא נפרשה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אנשי נדה בל יטהרו מי רחץ דרכי אני אהלל ים נפש הואה,שלישי שביעי אמת הטהר טמאת אחר יבוא מים רחץ את ברך ענה אמר ברוך אתה אל ישראל כי מוצא נפרשה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אנשי נדה בל יטהרו מי רחץ דרכי אני אהלל ים נפש הואה,miss,1/4 gap words appear in the top-5 lists.,0,1,"[{""slot_index"": 1, ""gold_word"": ""טהרת"", ""gold_fit_frequency"": 12, ""top_candidates"": [""כי"", ""אל""], ""top1"": ""כי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 2, ""gold_word"": ""כול"", ""gold_fit_frequency"": 1096, ""top_candidates"": [""מי"", ""ישראל"", ""אל""], ""top1"": ""מי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""הבדל"", ""gold_fit_frequency"": 2, ""top_candidates"": [""נדה"", ""כי"", ""ישראל""], ""top1"": ""נדה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 4, ""gold_word"": ""כל"", ""gold_fit_frequency"": 401, ""top_candidates"": [""הם"", ""המה"", ""כל"", ""כי"", ""אם""], ""top1"": ""הם"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}]"
806,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,4,4-5,בל יטהרו מי רחץ,"[""בל"", ""יטהרו"", ""מי"", ""רחץ""]","[27, 11, 96, 2]",אשר לא ידעו את,"[""אשר לא ידעו את"", ""אשר לא שמרו את"", ""טמא הוא כי יודע"", ""טמא הוא כי טהור"", ""טמא הוא כי נסתרה""]",הטהר טמאת אחר יבוא מים רחץ את ברך ענה אמר ברוך אתה אל ישראל כי מוצא נפרשה טהרת כול הבדל כל אנשי נדה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ דרכי אני אהלל ים נפש הואה עם טהור גם אני,הטהר טמאת אחר יבוא מים רחץ את ברך ענה אמר ברוך אתה אל ישראל כי מוצא נפרשה טהרת כול הבדל כל אנשי נדה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ דרכי אני אהלל ים נפש הואה עם טהור גם אני,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""בל"", ""gold_fit_frequency"": 27, ""top_candidates"": [""אשר"", ""טמא""], ""top1"": ""אשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""יטהרו"", ""gold_fit_frequency"": 11, ""top_candidates"": [""לא"", ""הוא""], ""top1"": ""לא"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 3, ""gold_word"": ""מי"", ""gold_fit_frequency"": 96, ""top_candidates"": [""ידעו"", ""שמרו"", ""כי""], ""top1"": ""ידעו"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 4, ""gold_word"": ""רחץ"", ""gold_fit_frequency"": 2, ""top_candidates"": [""את"", ""יודע"", ""טהור"", ""נסתרה""], ""top1"": ""את"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
807,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,2,2,שתות ערי,"[""שתות"", ""ערי""]","[0, 9]",כי מועדי,"[""כי מועדי"", ""את יום"", ""כי יום"", ""את מועדי"", ""את ימי""]",נפש הואה עם טהור גם אני יום אשר מועדי טוהר יחד טהרת ישראל אכול ⬚⬚⬚ ⬚⬚⬚ היות עם קודש היה יום נקבה דוה כי אני מועדי היות כפור,נפש הואה עם טהור גם אני יום אשר מועדי טוהר יחד טהרת ישראל אכול ⬚⬚⬚ ⬚⬚⬚ היות עם קודש היה יום נקבה דוה כי אני מועדי היות כפור,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""שתות"", ""gold_fit_frequency"": 0, ""top_candidates"": [""כי"", ""את""], ""top1"": ""כי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 2, ""gold_word"": ""ערי"", ""gold_fit_frequency"": 9, ""top_candidates"": [""מועדי"", ""יום"", ""ימי""], ""top1"": ""מועדי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
808,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,3,3,היות עם קודש,"[""היות"", ""עם"", ""קודש""]","[7, 331, 173]",ישראל עד אשר,"[""ישראל עד אשר"", ""ישראל ביום אשר"", ""ישראל כי לא"", ""ישראל על כן"", ""ישראל כי לוא""]",נפש הואה עם טהור גם אני יום אשר מועדי טוהר יחד טהרת ישראל אכול שתות ערי ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ היה יום נקבה דוה כי אני מועדי היות כפור אשר,נפש הואה עם טהור גם אני יום אשר מועדי טוהר יחד טהרת ישראל אכול שתות ערי ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ היה יום נקבה דוה כי אני מועדי היות כפור אשר,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""היות"", ""gold_fit_frequency"": 7, ""top_candidates"": [""ישראל""], ""top1"": ""ישראל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""עם"", ""gold_fit_frequency"": 331, ""top_candidates"": [""עד"", ""ביום"", ""כי"", ""על""], ""top1"": ""עד"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""קודש"", ""gold_fit_frequency"": 173, ""top_candidates"": [""אשר"", ""לא"", ""כן"", ""לוא""], ""top1"": ""אשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
809,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,4,4-5,אמר ברוך אתה אל,"[""אמר"", ""ברוך"", ""אתה"", ""אל""]","[184, 45, 141, 1175]",יהוה את כל בני,"[""יהוה את כל בני"", ""את את כול בני"", ""את את כל בני"", ""אשר את את בני"", ""יהוה את כול בני""]",היות כפור אשר את את מים ברך ענה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ישראל אשר כול עזבת התהלך יום כיא אתה עשיתה הטהר,היות כפור אשר את את מים ברך ענה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ישראל אשר כול עזבת התהלך יום כיא אתה עשיתה הטהר,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""אמר"", ""gold_fit_frequency"": 184, ""top_candidates"": [""יהוה"", ""את"", ""אשר""], ""top1"": ""יהוה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""ברוך"", ""gold_fit_frequency"": 45, ""top_candidates"": [""את""], ""top1"": ""את"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 3, ""gold_word"": ""אתה"", ""gold_fit_frequency"": 141, ""top_candidates"": [""כל"", ""כול"", ""את""], ""top1"": ""כל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 4, ""gold_word"": ""אל"", ""gold_fit_frequency"": 1175, ""top_candidates"": [""בני""], ""top1"": ""בני"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
810,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q414,5,4-5,אמר ברוך אתה אל ישראל,"[""אמר"", ""ברוך"", ""אתה"", ""אל"", ""ישראל""]","[184, 45, 141, 1175, 438]",מים הזה על אחר ישוב,"[""מים הזה על אחר ישוב"", ""מים הזה על טהרת צדק"", ""מים הזה על טהרה טהרה"", ""מים הזה על אחר ישובו"", ""על אחר ישוב מטהר את""]",הקם חוק כפור היות טהרת צדק רחץ מים הזה על אחר ישוב מטהר מימי רוחץ שנית על ענה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אשר טהרתה עולמים יום כול עולמים מקדש בש רחק ות,הקם חוק כפור היות טהרת צדק רחץ מים הזה על אחר ישוב מטהר מימי רוחץ שנית על ענה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אשר טהרתה עולמים יום כול עולמים מקדש בש רחק ות,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""אמר"", ""gold_fit_frequency"": 184, ""top_candidates"": [""מים"", ""על""], ""top1"": ""מים"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""ברוך"", ""gold_fit_frequency"": 45, ""top_candidates"": [""הזה"", ""אחר""], ""top1"": ""הזה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""אתה"", ""gold_fit_frequency"": 141, ""top_candidates"": [""על"", ""ישוב""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 4, ""gold_word"": ""אל"", ""gold_fit_frequency"": 1175, ""top_candidates"": [""אחר"", ""טהרת"", ""טהרה"", ""מטהר""], ""top1"": ""אחר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 5, ""gold_word"": ""ישראל"", ""gold_fit_frequency"": 438, ""top_candidates"": [""ישוב"", ""צדק"", ""טהרה"", ""ישובו"", ""את""], ""top1"": ""ישוב"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
